ProbeID	min	0.5%	1%	2.5%	97.5%	99%	99.5%	max	mean	sd	thr	thrNum	pval	Perc -1.00	Perc -0.95	Perc -0.90	Perc -0.85	Perc -0.80	Perc -0.75	Perc -0.70	Perc -0.65	Perc -0.60	Perc -0.55	Perc -0.50	Perc -0.45	Perc -0.40	Perc -0.35	Perc -0.30	Perc -0.25	Perc -0.20	Perc -0.15	Perc -0.10	Perc -0.05	Perc 0.00	Perc 0.05	Perc 0.10	Perc 0.15	Perc 0.20	Perc 0.25	Perc 0.30	Perc 0.35	Perc 0.40	Perc 0.45	Perc 0.50	Perc 0.55	Perc 0.60	Perc 0.65	Perc 0.70	Perc 0.75	Perc 0.80	Perc 0.85	Perc 0.90	Perc 0.95	Perc 1.00	Expr -1.00	Expr -0.95	Expr -0.90	Expr -0.85	Expr -0.80	Expr -0.75	Expr -0.70	Expr -0.65	Expr -0.60	Expr -0.55	Expr -0.50	Expr -0.45	Expr -0.40	Expr -0.35	Expr -0.30	Expr -0.25	Expr -0.20	Expr -0.15	Expr -0.10	Expr -0.05	Expr 0.00	Expr 0.05	Expr 0.10	Expr 0.15	Expr 0.20	Expr 0.25	Expr 0.30	Expr 0.35	Expr 0.40	Expr 0.45	Expr 0.50	Expr 0.55	Expr 0.60	Expr 0.65	Expr 0.70	Expr 0.75	Expr 0.80	Expr 0.85	Expr 0.90	Expr 0.95	Expr 1.00	Abs 1.00	Abs 1.20	Abs 1.40	Abs 1.60	Abs 1.80	Abs 2.00	Abs 2.20	Abs 2.40	Abs 2.60	Abs 2.80	Abs 3.00	Abs 3.20	Abs 3.40	Abs 3.60	Abs 3.80	Abs 4.00	Abs 4.20	Abs 4.40	Abs 4.60	Abs 4.80	Abs 5.00	Abs 5.20	Abs 5.40	Abs 5.60	Abs 5.80	Abs 6.00	Abs 6.20	Abs 6.40	Abs 6.60	Abs 6.80	Abs 7.00	Abs 7.20	Abs 7.40	Abs 7.60	Abs 7.80	Abs 8.00	Abs 8.20	Abs 8.40	Abs 8.60	Abs 8.80	Abs 9.00	Abs 9.20	Abs 9.40	Abs 9.60	Abs 9.80	Abs 10.00	Abs 10.20	Abs 10.40	Abs 10.60	Abs 10.80	Abs 11.00	Abs 11.20	Abs 11.40	Abs 11.60	Abs 11.80	Abs 12.00	Abs 12.20	Abs 12.40	Abs 12.60	Abs 12.80	Abs 13.00	Abs 13.20	Abs 13.40	Abs 13.60	Abs 13.80	Abs 14.00	Abs 14.20	Abs 14.40	Abs 14.60	Abs 14.80	Abs 15.00	Abs 15.20	Abs 15.40	Abs 15.60	Abs 15.80	Abs 16.00
TXNDC15	1.43067	1.43067	1.43067	1.43067	3.46524	3.46524	3.46524	3.5083	2.53446333333333	0.917314928757961	2.53446333333333	3	0.665505226480836	1.43	1.43	1.43	1.43	1.43	1.43	1.43	1.43	1.43	1.43	1.46	1.46	1.46	1.46	1.46	1.46	1.46	1.46	1.46	1.46	2.53	3.31	3.31	3.31	3.31	3.31	3.31	3.31	3.31	3.31	3.47	3.47	3.47	3.47	3.47	3.47	3.47	3.47	3.47	3.47	3.51	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NELFE	4.57877	4.57877	4.57877	4.57877	5.8021	5.8021	5.8021	5.87248	5.21683	0.57767141075182	5.21683	3	0.228222996515679	4.58	4.58	4.58	4.58	4.58	4.58	4.58	4.58	4.58	4.58	4.61	4.61	4.61	4.61	4.61	4.61	4.61	4.61	4.61	4.61	5.22	5.70	5.70	5.70	5.70	5.70	5.70	5.70	5.70	5.70	5.80	5.80	5.80	5.80	5.80	5.80	5.80	5.80	5.80	5.80	5.87	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A5	1.19144	1.19144	1.19144	1.19144	3.27938	3.27938	3.27938	3.3736	2.23768833333333	1.02798605163067	2.23768833333333	3	0.0425087108013937	1.19	1.19	1.19	1.19	1.19	1.19	1.19	1.19	1.19	1.19	1.20	1.20	1.20	1.20	1.20	1.20	1.20	1.20	1.20	1.20	2.24	3.14	3.14	3.14	3.14	3.14	3.14	3.14	3.14	3.14	3.28	3.28	3.28	3.28	3.28	3.28	3.28	3.28	3.28	3.28	3.37	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGCX	1.86055	1.86055	1.86055	1.86055	3.80799	3.80799	3.80799	3.85657	2.84750333333333	0.954693246190745	2.84750333333333	3	0.00696864111498258	1.86	1.86	1.86	1.86	1.86	1.86	1.86	1.86	1.86	1.86	1.90	1.90	1.90	1.90	1.90	1.90	1.90	1.90	1.90	1.90	2.85	3.74	3.74	3.74	3.74	3.74	3.74	3.74	3.74	3.74	3.81	3.81	3.81	3.81	3.81	3.81	3.81	3.81	3.81	3.81	3.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT4	-1.6148	-1.6148	-1.6148	-1.6148	2.3935	2.3935	2.3935	2.78768	0.446351666666667	1.87482756435018	0.446351666666667	3	0.51219512195122	-1.61	-1.61	-1.61	-1.61	-1.61	-1.61	-1.61	-1.61	-1.61	-1.61	-1.45	-1.45	-1.45	-1.45	-1.45	-1.45	-1.45	-1.45	-1.45	-1.45	0.45	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	2.39	2.39	2.39	2.39	2.39	2.39	2.39	2.39	2.39	2.39	2.79	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00519	-4.42005	-4.42005	-4.42005	-4.42005	0.527093	0.527093	0.527093	0.643004	-1.75179566666667	2.22181142246641	-1.75179566666667	3	0.305052264808362	-4.42	-4.42	-4.42	-4.42	-4.42	-4.42	-4.42	-4.42	-4.42	-4.42	-4.00	-4.00	-4.00	-4.00	-4.00	-4.00	-4.00	-4.00	-4.00	-4.00	-1.75	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.53	0.53	0.53	0.53	0.53	0.53	0.53	0.53	0.53	0.53	0.64	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEDD4L	1.8884	1.8884	1.8884	1.8884	3.87266	3.87266	3.87266	4.1402	3.03748666666667	0.90742574564289	3.03748666666667	3	0.54390243902439	1.89	1.89	1.89	1.89	1.89	1.89	1.89	1.89	1.89	1.89	2.19	2.19	2.19	2.19	2.19	2.19	2.19	2.19	2.19	2.19	3.04	3.77	3.77	3.77	3.77	3.77	3.77	3.77	3.77	3.77	3.87	3.87	3.87	3.87	3.87	3.87	3.87	3.87	3.87	3.87	4.14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNQ1OT1	-5.94161	-5.94161	-5.94161	-5.94161	-3.70074	-3.70074	-3.70074	-3.47982	-4.60280833333333	0.977338188063486	-4.60280833333333	3	0.647038327526132	-5.94	-5.94	-5.94	-5.94	-5.94	-5.94	-5.94	-5.94	-5.94	-5.94	-5.43	-5.43	-5.43	-5.43	-5.43	-5.43	-5.43	-5.43	-5.43	-5.43	-4.60	-3.77	-3.77	-3.77	-3.77	-3.77	-3.77	-3.77	-3.77	-3.77	-3.70	-3.70	-3.70	-3.70	-3.70	-3.70	-3.70	-3.70	-3.70	-3.70	-3.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDBF2	-1.39691	-1.39691	-1.39691	-1.39691	1.01646	1.01646	1.01646	1.04067	-0.078205	1.05043337646643	-0.078205	3	0.935714285714286	-1.40	-1.40	-1.40	-1.40	-1.40	-1.40	-1.40	-1.40	-1.40	-1.40	-1.36	-1.36	-1.36	-1.36	-1.36	-1.36	-1.36	-1.36	-1.36	-1.36	-0.08	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.04	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB3	3.28402	3.28402	3.28402	3.28402	11.0767	11.0767	11.0767	11.157	7.34800333333333	3.71662670691972	7.34800333333333	3	0.0195121951219512	3.28	3.28	3.28	3.28	3.28	3.28	3.28	3.28	3.28	3.28	3.67	3.67	3.67	3.67	3.67	3.67	3.67	3.67	3.67	3.67	7.35	10.94	10.94	10.94	10.94	10.94	10.94	10.94	10.94	10.94	11.08	11.08	11.08	11.08	11.08	11.08	11.08	11.08	11.08	11.08	11.16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS12	1.20999	1.20999	1.20999	1.20999	3.0961	3.0961	3.0961	3.15226	2.13934833333333	0.890320231198055	2.13934833333333	3	0.19808362369338	1.21	1.21	1.21	1.21	1.21	1.21	1.21	1.21	1.21	1.21	1.26	1.26	1.26	1.26	1.26	1.26	1.26	1.26	1.26	1.26	2.14	2.82	2.82	2.82	2.82	2.82	2.82	2.82	2.82	2.82	3.10	3.10	3.10	3.10	3.10	3.10	3.10	3.10	3.10	3.10	3.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP3CA	2.66072	2.66072	2.66072	2.66072	4.29644	4.29644	4.29644	4.33895	3.55594666666667	0.736881425505864	3.55594666666667	3	0.546864111498258	2.66	2.66	2.66	2.66	2.66	2.66	2.66	2.66	2.66	2.66	2.73	2.73	2.73	2.73	2.73	2.73	2.73	2.73	2.73	2.73	3.56	4.20	4.20	4.20	4.20	4.20	4.20	4.20	4.20	4.20	4.30	4.30	4.30	4.30	4.30	4.30	4.30	4.30	4.30	4.30	4.34	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRYD7	0.815463	0.815463	0.815463	0.815463	2.17164	2.17164	2.17164	2.28787	1.55310466666667	0.653430987080672	1.55310466666667	3	0.245121951219512	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	1.55	2.14	2.14	2.14	2.14	2.14	2.14	2.14	2.14	2.14	2.17	2.17	2.17	2.17	2.17	2.17	2.17	2.17	2.17	2.17	2.29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
