AffyID	name	thr	mean	mean-thr	perc	min	max	sd	thrNum	hi	int	lo
ENSG00000108691	CCL2	10.03	9.84	-0.19	0.0	6.94	11.81	1.37	7	4	3	5
ENSG00000187837	HIST1H1C	12.29	12.39	0.1	0.0	11.24	13.08	0.64	5	5	5	2
ENSG00000173578	XCR1	4.32	4.32	0.0	0.0	4.32	4.32	0.0	0	0	12	0
ENSG00000159388	BTG2	10.03	9.87	-0.16	-0.12	8.96	10.84	0.56	8	2	7	3
ENSG00000173757	STAT5B	9.45	9.72	0.27	0.33	8.78	10.23	0.52	3	6	4	2
ENSG00000121966	CXCR4	12.14	12.85	0.7	0.11	10.14	14.2	1.32	3	9	0	3
ENSG00000025434	NR1H3	4.73	4.57	-0.16	-0.22	4.32	5.1	0.3	9	0	12	0
ENSG00000171617	ENC1	7.44	7.65	0.21	0.0	5.3	10.5	1.49	5	6	1	5
ENSG00000115415	STAT1	12.3	11.99	-0.31	0.0	10.94	13.55	0.95	8	3	1	8
ENSG00000164047	CAMP	4.32	4.32	0.0	0.0	4.32	4.32	0.0	0	0	12	0
ENSG00000027697	IFNGR1	10.64	10.76	0.11	0.0	10.1	11.47	0.37	4	1	10	1
ENSG00000157554	ERG	4.32	4.32	0.0	0.0	4.32	4.32	0.0	0	0	12	0
ENSG00000163558	PRKCI	7.35	7.19	-0.17	-0.33	6.55	8.0	0.37	9	1	10	1
ENSG00000197561	ELANE	5.39	4.87	-0.52	-0.2	4.32	6.58	0.66	10	1	3	8
ENSG00000174123	TLR10	5.18	4.9	-0.28	-0.33	4.32	6.13	0.56	9	1	5	6
ENSG00000100644	HIF1A	11.87	11.71	-0.16	-0.25	10.55	12.76	0.57	8	1	8	3
ENSG00000165527	ARF6	11.85	11.8	-0.05	0.0	11.27	12.32	0.34	7	0	11	1
ENSG00000186827	TNFRSF4	4.97	4.73	-0.23	-0.22	4.32	5.75	0.46	9	1	6	5
ENSG00000131979	GCH1	10.13	9.64	-0.49	-0.11	8.64	11.52	0.92	9	3	1	8
ENSG00000177606	JUN	9.05	9.67	0.62	0.2	7.98	10.63	0.8	2	8	2	2
ENSG00000188404	SELL	8.29	8.64	0.35	0.22	7.15	9.91	0.75	3	5	5	2
ENSG00000126934	MAP2K2	9.25	9.23	-0.02	0.0	8.97	9.44	0.14	7	0	12	0
ENSG00000140564	FURIN	9.44	8.9	-0.54	-0.22	7.93	10.77	1.0	9	3	1	8
ENSG00000109320	NFKB1	9.05	9.3	0.25	0.0	7.98	10.31	0.77	4	7	2	3
ENSG00000197992	CLEC9A	4.42	4.35	-0.06	0.0	4.32	4.54	0.07	10	0	12	0
ENSG00000172724	CCL19	6.53	5.51	-1.02	-0.11	4.32	8.95	1.81	9	3	0	9
ENSG00000131196	NFATC1	7.35	7.46	0.11	0.12	6.67	7.99	0.36	4	2	9	1
ENSG00000162390	ACOT11	4.36	4.33	-0.04	0.0	4.32	4.41	0.02	11	0	12	0
ENSG00000135046	ANXA1	12.37	12.27	-0.11	-0.12	11.61	12.92	0.36	8	1	10	1
ENSG00000162692	VCAM1	5.42	5.15	-0.26	0.0	4.32	6.88	0.82	8	2	4	6
ENSG00000138685	FGF2	4.32	4.32	0.0	0.0	4.32	4.32	0.0	0	0	12	0
ENSG00000156508	EEF1A1	15.61	15.61	0.0	0.0	14.92	16.21	0.45	6	2	8	2
ENSG00000162711	NLRP3	5.54	5.85	0.31	0.22	4.32	6.69	0.65	3	6	5	1
ENSG00000172936	MYD88	8.99	8.99	0.0	0.0	8.3	9.62	0.35	6	1	10	1
ENSG00000100911	PSME2	11.3	10.86	-0.44	-0.22	9.85	12.41	0.83	9	3	2	7
ENSG00000089692	LAG3	8.98	8.42	-0.55	0.0	7.34	10.84	1.03	9	3	0	9
ENSG00000049249	TNFRSF9	7.55	8.7	1.14	0.11	4.32	11.21	2.11	3	9	0	3
ENSG00000189403	HMGB1	8.83	9.02	0.19	0.22	8.19	9.65	0.39	3	2	9	1
ENSG00000003400	CASP10	8.84	9.11	0.27	0.4	8.23	9.55	0.36	2	4	7	1
ENSG00000169385	RNASE2	4.32	4.32	0.0	0.0	4.32	4.32	0.0	0	0	12	0
ENSG00000006210	CX3CL1	4.32	4.32	0.0	0.0	4.32	4.32	0.0	0	0	12	0
ENSG00000188130	MAPK12	4.32	4.32	0.0	0.0	4.32	4.32	0.0	0	0	12	0
ENSG00000136997	MYC	8.05	8.39	0.34	0.11	6.85	9.9	0.74	3	7	3	2
ENSG00000158769	F11R	8.74	8.74	0.0	0.0	8.24	9.13	0.28	6	0	11	1
ENSG00000158488	CD1E	4.87	4.71	-0.16	-0.12	4.32	6.16	0.54	8	1	5	6
ENSG00000227507	LTB	10.45	9.6	-0.85	-0.33	7.33	13.14	1.7	9	3	1	8
ENSG00000079385	CEACAM1	4.95	4.43	-0.52	0.0	4.32	5.58	0.35	11	1	0	11
ENSG00000015475	BID	9.36	9.41	0.05	0.0	8.7	9.94	0.37	5	2	9	1
ENSG00000111344	RASAL1	6.37	6.18	-0.19	0.0	4.98	7.75	0.66	8	1	7	4
ENSG00000162511	LAPTM5	11.97	12.23	0.26	0.33	11.08	13.08	0.55	3	5	6	1
ENSG00000129152	MYOD1	4.97	4.8	-0.18	0.0	4.32	5.98	0.54	8	2	5	5
ENSG00000196611	MMP1	5.55	5.29	-0.26	0.0	4.32	6.96	0.82	8	3	3	6
ENSG00000112062	MAPK14	10.09	10.13	0.04	0.0	9.72	10.52	0.26	5	0	12	0
ENSG00000100722	ZC3H14	8.67	8.7	0.03	0.14	8.4	8.93	0.18	5	0	12	0
ENSG00000030582	GRN	8.44	8.17	-0.27	0.0	7.23	9.74	0.82	8	3	2	7
ENSG00000107625	DDX50	9.27	9.26	-0.02	-0.14	9.04	9.45	0.12	7	0	12	0
ENSG00000113520	IL4	4.73	4.73	0.0	0.0	4.32	5.52	0.42	6	2	10	0
ENSG00000142515	KLK3	4.32	4.32	0.0	0.0	4.32	4.32	0.0	0	0	12	0
ENSG00000240972	MIF	10.26	10.72	0.46	0.22	8.88	11.82	0.93	3	7	3	2
ENSG00000175084	DES	4.32	4.32	0.0	0.0	4.32	4.32	0.0	0	0	12	0
ENSG00000181847	TIGIT	9.14	9.3	0.16	0.12	8.23	10.26	0.57	4	4	6	2
ENSG00000172236	TPSAB1	4.32	4.32	0.0	0.0	4.32	4.32	0.0	0	0	12	0
ENSG00000177697	CD151	5.27	5.42	0.16	0.12	4.32	6.41	0.55	4	2	8	2
ENSG00000244731	C4A	4.66	4.71	0.05	0.0	4.32	5.18	0.33	5	1	11	0
ENSG00000100906	NFKBIA	12.5	12.8	0.3	0.12	10.89	14.19	0.96	4	7	2	3
ENSG00000275302	CCL4	12.97	13.15	0.18	0.0	11.49	14.98	1.16	5	6	1	5
ENSG00000161011	SQSTM1	11.12	11.12	-0.0	0.0	10.83	11.5	0.2	6	0	12	0
ENSG00000204560	DHX16	7.09	7.05	-0.03	-0.14	6.46	7.36	0.25	7	0	11	1
ENSG00000203747	FCGR3A	11.33	11.43	0.1	0.0	10.04	12.31	0.68	5	4	5	3
ENSG00000115211	EIF2B4	8.81	8.83	0.02	0.0	8.61	9.1	0.14	5	0	12	0
ENSG00000146872	TLK2	8.95	8.92	-0.04	-0.14	8.47	9.35	0.27	7	0	12	0
ENSG00000135047	CTSL	7.95	8.6	0.65	0.3	6.68	9.88	0.88	2	7	3	2
ENSG00000152894	PTPRK	5.03	5.03	0.0	0.0	4.32	6.19	0.65	6	3	4	5
ENSG00000141968	VAV1	9.47	9.37	-0.09	-0.12	8.95	9.97	0.3	8	0	11	1
ENSG00000111271	ACAD10	7.2	7.2	0.0	0.0	6.42	7.88	0.5	6	4	6	2
ENSG00000170365	SMAD1	4.99	4.99	-0.0	0.0	4.32	5.64	0.46	6	3	7	2
ENSG00000113916	BCL6	7.65	8.0	0.35	0.11	6.82	8.95	0.68	3	6	4	2
ENSG00000109321	AREG	5.09	4.98	-0.12	0.0	4.32	6.32	0.75	7	4	2	6
ENSG00000117399	CDC20	5.69	5.3	-0.39	0.0	4.32	7.6	1.19	8	3	2	7
ENSG00000090659	CD209	4.96	4.63	-0.34	-0.3	4.32	5.81	0.44	10	1	4	7
ENSG00000166478	ZNF143	8.25	8.3	0.06	0.0	8.0	8.5	0.17	4	0	12	0
ENSG00000141027	NCOR1	10.9	10.78	-0.11	-0.11	10.38	11.33	0.24	9	0	11	1
ENSG00000168434	COG7	7.98	8.01	0.03	0.0	7.64	8.31	0.19	5	0	12	0
ENSG00000065135	GNAI3	9.18	9.05	-0.13	-0.22	8.6	9.51	0.27	9	0	10	2
ENSG00000175387	SMAD2	9.9	9.99	0.09	0.11	9.64	10.21	0.18	3	0	12	0
ENSG00000114315	HES1	5.53	5.19	-0.34	0.0	4.32	7.24	1.01	8	3	1	8
ENSG00000103855	CD276	5.5	5.16	-0.35	-0.11	4.32	6.37	0.66	9	3	2	7
ENSG00000066136	NFYC	8.14	8.14	0.0	0.0	7.7	8.67	0.33	6	1	11	0
ENSG00000183486	MX2	8.36	7.98	-0.39	-0.22	7.06	9.45	0.77	9	2	3	7
ENSG00000167552	TUBA1A	4.42	4.34	-0.09	0.0	4.32	4.53	0.06	11	0	12	0
ENSG00000109471	IL2	4.62	4.37	-0.25	0.0	4.32	4.93	0.17	11	0	12	0
ENSG00000170542	SERPINB9	10.77	10.95	0.18	0.12	9.91	12.17	0.62	4	4	6	2
ENSG00000170558	CDH2	4.94	4.56	-0.38	-0.1	4.32	5.83	0.46	10	1	2	9
ENSG00000169710	FASN	6.06	6.74	0.68	0.2	4.32	7.88	0.9	2	9	2	1
ENSG00000136634	IL10	5.33	4.7	-0.63	-0.1	4.32	6.7	0.73	10	2	0	10
ENSG00000108932	SLC16A6	8.15	8.21	0.06	0.0	7.59	8.91	0.4	5	2	9	1
ENSG00000163751	CPA3	4.32	4.32	0.0	0.0	4.32	4.32	0.0	0	0	12	0
ENSG00000089685	BIRC5	6.35	6.16	-0.19	0.0	4.32	8.62	1.28	7	4	1	7
ENSG00000108688	CCL7	5.19	5.43	0.24	0.25	4.32	6.41	0.76	4	5	4	3
ENSG00000163600	ICOS	8.1	7.35	-0.75	-0.36	6.73	9.0	0.59	11	1	1	10
ENSG00000204574	ABCF1	9.53	9.53	-0.0	0.0	8.98	10.02	0.33	6	0	11	1
ENSG00000213145	CRIP1	10.55	10.68	0.12	0.0	9.27	11.99	0.82	5	5	3	4
ENSG00000119616	FCF1	10.33	10.37	0.03	0.0	9.96	10.75	0.25	5	0	12	0
ENSG00000121807	CCR2	6.01	6.17	0.16	0.14	4.32	7.69	1.07	5	5	4	3
ENSG00000115232	ITGA4	8.94	8.97	0.03	0.0	8.67	9.33	0.19	5	0	12	0
ENSG00000174804	FZD4	4.41	4.34	-0.07	0.0	4.32	4.5	0.05	11	0	12	0
ENSG00000100448	CTSG	4.32	4.32	0.0	0.0	4.32	4.32	0.0	0	0	12	0
ENSG00000125753	VASP	10.04	9.86	-0.17	0.0	9.22	10.71	0.52	8	2	6	4
ENSG00000080802	CNOT4	9.09	9.06	-0.03	0.0	8.74	9.31	0.19	7	0	12	0
ENSG00000151388	ADAMTS12	5.21	4.99	-0.21	0.0	4.32	6.35	0.69	8	2	5	5
ENSG00000073578	SDHA	8.24	8.34	0.1	0.0	7.82	8.8	0.31	4	1	11	0
ENSG00000157456	CCNB2	6.11	5.64	-0.46	0.0	4.32	8.58	1.43	8	4	1	7
ENSG00000010671	BTK	5.05	4.8	-0.24	-0.22	4.32	6.02	0.5	9	1	7	4
ENSG00000169248	CXCL11	5.26	5.26	-0.0	0.0	4.32	6.38	0.81	6	5	2	5
ENSG00000070018	LRP6	4.66	4.55	-0.11	0.0	4.32	5.16	0.33	8	0	12	0
ENSG00000094631	HDAC6	7.42	7.27	-0.15	-0.11	6.86	7.89	0.28	9	0	11	1
ENSG00000051180	RAD51	5.52	5.07	-0.45	-0.33	4.32	6.71	0.88	9	3	3	6
ENSG00000241684	ADAMTS9-AS2	4.32	4.32	0.0	0.0	4.32	4.32	0.0	0	0	12	0
ENSG00000124813	RUNX2	4.87	4.53	-0.34	-0.1	4.32	5.62	0.4	10	1	2	9
ENSG00000142871	CYR61	5.02	4.66	-0.35	-0.2	4.32	5.9	0.47	10	1	5	6
ENSG00000169032	MAP2K1	9.88	9.88	-0.0	0.0	9.44	10.36	0.29	6	0	12	0
ENSG00000140287	HDC	5.1	4.85	-0.25	0.0	4.32	6.48	0.76	8	2	2	8
ENSG00000041982	TNC	4.42	4.34	-0.09	0.0	4.32	4.53	0.06	11	0	12	0
ENSG00000130164	LDLR	6.63	6.05	-0.58	0.0	4.32	7.91	1.09	9	3	0	9
ENSG00000277632	CCL3	10.88	11.11	0.24	0.0	8.52	13.71	1.6	5	6	2	4
ENSG00000078549	ADCYAP1R1	4.32	4.32	0.0	0.0	4.32	4.32	0.0	0	0	12	0
ENSG00000164949	GEM	6.34	6.34	-0.0	0.0	5.16	7.56	0.69	6	3	6	3
ENSG00000184500	PROS1	5.85	5.76	-0.1	-0.14	4.57	7.09	0.7	7	2	8	2
ENSG00000108342	CSF3	4.32	4.32	0.0	0.0	4.32	4.32	0.0	0	0	12	0
ENSG00000075618	FSCN1	7.11	7.55	0.44	0.11	5.43	8.63	0.9	3	7	3	2
ENSG00000102145	GATA1	4.32	4.32	0.0	0.0	4.32	4.32	0.0	0	0	12	0
ENSG00000114013	CD86	6.16	6.36	0.2	0.33	5.47	7.18	0.44	3	3	8	1
ENSG00000142675	CNKSR1	5.48	4.89	-0.59	-0.2	4.32	6.72	0.74	10	2	2	8
ENSG00000183682	BMP8A	5.03	4.67	-0.36	-0.3	4.32	5.9	0.46	10	1	5	6
ENSG00000161905	ALOX15	4.68	4.51	-0.16	-0.11	4.32	5.16	0.3	9	0	12	0
ENSG00000164342	TLR3	5.97	5.87	-0.1	0.0	4.86	7.09	0.68	7	2	7	3
ENSG00000120217	CD274	7.56	7.3	-0.26	0.0	6.0	8.7	0.81	8	3	2	7
ENSG00000127318	IL22	6.35	5.34	-1.02	0.0	4.32	9.23	1.8	9	3	0	9
ENSG00000162772	ATF3	8.28	8.78	0.5	0.33	6.9	10.48	1.05	3	6	3	3
ENSG00000271503	CCL5	13.67	13.41	-0.26	-0.22	12.57	14.34	0.55	9	2	7	3
ENSG00000186652	PRG2	4.93	4.66	-0.28	-0.11	4.32	5.85	0.52	9	1	3	8
ENSG00000105374	NKG7	13.66	13.75	0.1	0.12	13.18	14.27	0.32	4	1	11	0
ENSG00000142798	HSPG2	4.32	4.32	0.0	0.0	4.32	4.32	0.0	0	0	12	0
ENSG00000213809	KLRK1	12.28	12.35	0.07	0.0	11.46	13.12	0.51	5	2	8	2
ENSG00000159189	C1QC	4.63	4.43	-0.2	0.0	4.32	5.16	0.24	10	1	11	0
ENSG00000028137	TNFRSF1B	9.45	9.58	0.13	0.12	8.77	10.37	0.43	4	2	9	1
ENSG00000157933	SKI	9.9	9.71	-0.18	0.0	8.68	11.17	0.64	8	2	7	3
ENSG00000220205	VAMP2	9.7	9.75	0.06	0.0	8.99	10.41	0.4	5	2	9	1
ENSG00000110848	CD69	10.6	10.75	0.15	0.14	8.85	12.68	1.02	5	5	3	4
ENSG00000135074	ADAM19	6.77	6.01	-0.76	0.0	4.32	8.42	1.45	9	3	0	9
ENSG00000180233	ZNRF2	10.09	10.0	-0.08	-0.12	9.68	10.4	0.26	8	0	12	0
ENSG00000171105	INSR	4.32	4.32	0.0	0.0	4.32	4.32	0.0	0	0	12	0
