AffyID	name	thr	mean	mean-thr	perc	min	max	sd	thrNum	hi	int	lo
TAP1	TAP1	9.57	9.31	-0.26	-0.33	8.67	10.33	0.52	9	1	6	5
NDUFA7	NDUFA7	8.76	8.66	-0.10	-0.33	8.32	9.18	0.22	9	0	12	0
BCL10	BCL10	9.43	9.37	-0.06	-0.12	9.15	9.75	0.19	8	0	12	0
TGFBR3	TGFBR3	10.07	10.17	0.10	0.25	9.60	10.75	0.35	4	2	10	0
GADD45B	GADD45B	9.72	10.04	0.33	0.22	8.88	10.92	0.65	3	5	5	2
STAT1	STAT1	12.30	11.99	-0.31	0.00	10.94	13.55	0.95	8	3	1	8
ENC1	ENC1	7.44	7.65	0.21	0.00	5.30	10.50	1.49	5	6	1	5
CDH11	CDH11	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
BIRC3	BIRC3	11.20	11.72	0.52	0.00	9.41	13.01	1.01	3	9	1	2
IFIT1	IFIT1	6.86	6.13	-0.73	-0.33	4.55	9.00	1.47	9	2	2	8
DES	DES	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
ADAMTS17	ADAMTS17	5.38	5.48	0.10	0.14	4.37	6.47	0.69	5	4	4	4
DUSP1	DUSP1	10.42	10.13	-0.29	-0.12	8.77	11.63	0.92	8	4	3	5
XCR1	XCR1	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
CCL20	CCL20	6.65	6.41	-0.23	0.00	4.32	8.86	1.47	7	5	0	7
HIST2H2AA3	HIST2H2AA3	9.45	9.91	0.46	0.40	8.71	10.68	0.60	2	6	4	2
ERCC_00092.1	ERCC_00092.1	9.92	9.95	0.03	0.14	9.63	10.38	0.19	5	0	12	0
HMGB1	HMGB1	8.83	9.02	0.19	0.22	8.19	9.65	0.39	3	2	9	1
DUSP2	DUSP2	8.52	8.89	0.37	0.12	7.09	10.34	1.15	4	6	2	4
G6PD	G6PD	9.70	9.50	-0.20	0.00	8.72	10.53	0.62	8	3	4	5
SIRPA	SIRPA	7.65	7.39	-0.26	-0.12	6.46	8.94	0.81	8	4	2	6
FLRT2	FLRT2	4.37	4.33	-0.04	0.00	4.32	4.42	0.03	11	0	12	0
ICOSLG	ICOSLG	6.21	6.29	0.08	0.00	5.41	7.13	0.58	5	3	6	3
F11R	F11R	8.74	8.74	0.00	0.00	8.24	9.13	0.28	6	0	11	1
CCR7	CCR7	7.93	7.93	-0.00	0.00	6.91	8.86	0.65	6	3	5	4
SELPLG	SELPLG	6.77	6.77	0.00	0.00	5.99	7.79	0.45	6	1	10	1
TWISTNB	TWISTNB	8.22	8.33	0.11	0.25	7.55	8.80	0.37	4	2	9	1
ALCAM	ALCAM	7.47	7.41	-0.06	-0.14	6.62	8.04	0.41	7	1	10	1
MYH4	MYH4	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
MAP2K1	MAP2K1	9.88	9.88	-0.00	0.00	9.44	10.36	0.29	6	0	12	0
MMP1	MMP1	5.55	5.29	-0.26	0.00	4.32	6.96	0.82	8	3	3	6
EGF	EGF	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
ERCC1	ERCC1	7.18	7.35	0.17	0.22	6.53	7.75	0.36	3	3	8	1
LTB4R	LTB4R	6.58	6.64	0.07	0.14	6.01	7.43	0.44	5	2	9	1
CCR6	CCR6	5.95	5.78	-0.17	0.00	4.32	7.48	1.10	7	3	3	6
BMP8A	BMP8A	5.03	4.67	-0.36	-0.30	4.32	5.90	0.46	10	1	5	6
KLRK1	KLRK1	12.28	12.35	0.07	0.00	11.46	13.12	0.51	5	2	8	2
THBD	THBD	5.51	5.70	0.19	0.12	4.32	6.88	0.69	4	4	6	2
NFKB1	NFKB1	9.05	9.30	0.25	0.00	7.98	10.31	0.77	4	7	2	3
BTG2	BTG2	10.03	9.87	-0.16	-0.12	8.96	10.84	0.56	8	2	7	3
AMMECR1L	AMMECR1L	8.09	8.09	0.00	0.00	7.86	8.38	0.19	6	0	12	0
MAPK14	MAPK14	10.09	10.13	0.04	0.00	9.72	10.52	0.26	5	0	12	0
VRK2	VRK2	7.96	7.87	-0.09	-0.12	7.38	8.46	0.30	8	0	11	1
RHOC	RHOC	8.92	9.22	0.29	0.30	8.34	9.62	0.37	2	4	7	1
RGS6	RGS6	5.10	4.99	-0.10	0.00	4.32	6.38	0.71	7	2	4	6
IL1R1	IL1R1	4.96	5.00	0.05	0.00	4.32	5.49	0.33	5	1	10	1
PSME2	PSME2	11.30	10.86	-0.44	-0.22	9.85	12.41	0.83	9	3	2	7
TUBA4A	TUBA4A	8.55	8.47	-0.08	0.00	7.67	9.21	0.52	7	3	6	3
CD44	CD44	12.05	12.05	-0.00	0.00	11.50	12.57	0.39	6	1	9	2
CSF3R	CSF3R	4.94	4.63	-0.30	0.00	4.32	5.98	0.55	9	1	2	9
CCL1	CCL1	8.07	7.63	-0.44	-0.14	4.32	11.31	2.85	7	5	1	6
GLG1	GLG1	10.37	10.47	0.10	0.33	10.12	10.89	0.21	3	1	11	0
COL17A1	COL17A1	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
TNFAIP8	TNFAIP8	9.14	9.32	0.18	0.22	8.50	9.92	0.39	3	3	8	1
GEM	GEM	6.34	6.34	-0.00	0.00	5.16	7.56	0.69	6	3	6	3
KIAA0101	KIAA0101	5.53	5.29	-0.24	-0.12	4.32	6.72	0.75	8	3	4	5
COL11A1	COL11A1	5.05	4.95	-0.09	0.00	4.32	6.23	0.63	7	2	6	4
ELOVL6	ELOVL6	8.42	7.90	-0.52	0.00	6.93	9.75	0.95	9	3	0	9
DUSP6	DUSP6	8.64	8.77	0.13	0.00	7.56	9.91	0.83	5	6	3	3
RAB3D	RAB3D	6.60	6.37	-0.23	-0.12	5.43	7.81	0.74	8	3	4	5
CD69	CD69	10.60	10.75	0.15	0.14	8.85	12.68	1.02	5	5	3	4
PRKCA	PRKCA	7.52	7.62	0.09	0.12	6.97	8.12	0.33	4	2	9	1
MYOD1	MYOD1	4.97	4.80	-0.18	0.00	4.32	5.98	0.54	8	2	5	5
TLR10	TLR10	5.18	4.90	-0.28	-0.33	4.32	6.13	0.56	9	1	5	6
KCNAB1	KCNAB1	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
ITGAL	ITGAL	12.13	12.03	-0.10	0.00	11.59	12.52	0.29	8	0	11	1
IL18R1	IL18R1	9.60	9.65	0.05	0.14	8.92	10.35	0.36	5	1	10	1
FABP4	FABP4	4.43	4.34	-0.08	-0.09	4.32	4.53	0.06	11	0	12	0
WAS	WAS	9.39	9.27	-0.12	-0.11	8.84	9.78	0.26	9	0	10	2
IL10	IL10	5.33	4.70	-0.63	-0.10	4.32	6.70	0.73	10	2	0	10
COG7	COG7	7.98	8.01	0.03	0.00	7.64	8.31	0.19	5	0	12	0
STAT5A	STAT5A	10.10	10.10	-0.00	0.00	9.01	10.89	0.59	6	3	6	3
MX2	MX2	8.36	7.98	-0.39	-0.22	7.06	9.45	0.77	9	2	3	7
CD209	CD209	4.96	4.63	-0.34	-0.30	4.32	5.81	0.44	10	1	4	7
PGLYRP1	PGLYRP1	4.77	4.40	-0.38	0.00	4.32	5.23	0.25	11	0	12	0
BTLA	BTLA	5.49	5.79	0.30	0.50	5.01	6.53	0.44	2	4	8	0
PDGFRA	PDGFRA	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
NDC80	NDC80	5.18	5.18	-0.00	0.00	4.32	6.50	0.85	6	4	2	6
TYROBP	TYROBP	12.16	11.97	-0.20	0.00	11.19	13.00	0.59	8	3	5	4
SPRY2	SPRY2	8.28	8.37	0.09	0.14	7.41	9.21	0.60	5	4	5	3
ZKSCAN5	ZKSCAN5	6.22	6.22	-0.00	0.00	5.87	6.58	0.19	6	0	12	0
IRF4	IRF4	8.85	9.29	0.43	0.22	7.92	10.49	0.82	3	7	2	3
CSF1	CSF1	7.23	7.23	-0.00	0.00	5.40	8.89	1.10	6	5	1	6
ARF6	ARF6	11.85	11.80	-0.05	0.00	11.27	12.32	0.34	7	0	11	1
ATF3	ATF3	8.28	8.78	0.50	0.33	6.90	10.48	1.05	3	6	3	3
SMARCD3	SMARCD3	6.09	6.09	-0.00	0.00	4.32	7.83	1.11	6	4	3	5
VWA5A	VWA5A	5.71	5.71	-0.00	0.00	5.11	6.41	0.43	6	3	7	2
TOP2A	TOP2A	6.90	6.65	-0.25	0.00	4.32	9.24	1.60	7	5	1	6
FSCN1	FSCN1	7.11	7.55	0.44	0.11	5.43	8.63	0.90	3	7	3	2
ARHGEF28	ARHGEF28	5.34	5.18	-0.15	0.00	4.32	6.45	0.53	8	1	8	3
CD180	CD180	5.90	5.75	-0.15	0.00	4.32	7.82	1.03	7	3	3	6
IL4I1	IL4I1	7.84	7.57	-0.28	-0.22	6.10	8.58	0.62	9	2	7	3
HLA-DQB1	HLA-DQB1	7.14	6.90	-0.23	-0.25	5.74	8.75	0.83	8	2	5	5
TLR7	TLR7	4.94	4.68	-0.26	-0.11	4.32	6.05	0.52	9	1	4	7
HES1	HES1	5.53	5.19	-0.34	0.00	4.32	7.24	1.01	8	3	1	8
IL1B	IL1B	10.01	9.50	-0.52	0.00	7.55	12.28	1.62	8	3	1	8
RAF1	RAF1	9.78	9.75	-0.03	0.00	9.47	10.09	0.19	7	0	12	0
SFRP4	SFRP4	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
ICOS	ICOS	8.10	7.35	-0.75	-0.36	6.73	9.00	0.59	11	1	1	10
CXCL6	CXCL6	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
TFCP2	TFCP2	8.18	8.18	-0.00	0.00	7.69	8.59	0.30	6	0	12	0
C1QB	C1QB	5.25	5.25	0.00	0.00	4.32	6.63	0.84	6	5	2	5
CAMP	CAMP	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
SOCS2	SOCS2	7.76	7.76	0.00	0.00	4.32	12.18	2.08	6	5	2	5
PTPRC	PTPRC	11.21	11.21	-0.00	0.00	10.76	11.68	0.28	6	0	12	0
FCGR2A	FCGR2A	7.53	7.33	-0.20	-0.12	6.13	8.35	0.64	8	3	3	6
SERPINB2	SERPINB2	8.99	8.99	-0.00	0.00	6.53	11.36	1.54	6	4	3	5
SPHK1	SPHK1	4.87	4.87	0.00	0.00	4.32	5.45	0.38	6	1	9	2
EGR2	EGR2	7.98	8.44	0.46	0.33	6.51	10.13	0.98	3	6	4	2
IL5RA	IL5RA	4.60	4.41	-0.18	0.00	4.32	5.09	0.22	10	0	12	0
PTGDR2	PTGDR2	4.74	4.44	-0.31	-0.18	4.32	5.11	0.22	11	0	12	0
SCIN	SCIN	5.01	4.46	-0.55	-0.18	4.32	5.67	0.37	11	1	0	11
SPTBN1	SPTBN1	9.20	9.61	0.41	0.22	7.95	10.45	0.78	3	7	3	2
PIM2	PIM2	9.40	9.83	0.43	0.11	8.20	11.34	0.86	3	8	1	3
PHLDA2	PHLDA2	4.67	4.62	-0.05	0.00	4.32	5.16	0.30	7	0	12	0
TAPBP	TAPBP	10.98	10.86	-0.12	-0.12	10.43	11.58	0.39	8	2	9	1
HDC	HDC	5.10	4.85	-0.25	0.00	4.32	6.48	0.76	8	2	2	8
ADGRE5	ADGRE5	11.15	11.25	0.10	0.00	9.98	11.95	0.62	5	5	4	3
CCL4	CCL4	12.97	13.15	0.18	0.00	11.49	14.98	1.16	5	6	1	5
COL4A1	COL4A1	4.78	4.63	-0.15	0.00	4.32	5.49	0.44	8	2	10	0
CSF2RA	CSF2RA	8.16	8.02	-0.14	-0.12	7.55	8.96	0.44	8	1	7	4
CASP5	CASP5	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
PDGFB	PDGFB	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
SEMA6D	SEMA6D	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
HDAC6	HDAC6	7.42	7.27	-0.15	-0.11	6.86	7.89	0.28	9	0	11	1
CD1A	CD1A	5.25	5.16	-0.09	0.00	4.32	6.16	0.57	7	1	8	3
FZD9	FZD9	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
STAT6	STAT6	9.91	9.80	-0.11	0.00	9.19	10.32	0.35	8	0	10	2
INSR	INSR	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
FOSB	FOSB	6.59	6.59	-0.00	0.00	4.32	9.37	1.62	6	5	1	6
CD1E	CD1E	4.87	4.71	-0.16	-0.12	4.32	6.16	0.54	8	1	5	6
IDO1	IDO1	9.24	9.00	-0.24	-0.14	6.61	11.53	1.59	7	4	2	6
ABCC8	ABCC8	4.86	4.78	-0.08	0.00	4.32	5.86	0.53	7	3	3	6
ADORA2A	ADORA2A	5.63	5.84	0.21	0.12	4.32	6.83	0.70	4	5	5	2
SEMA4B	SEMA4B	5.14	5.49	0.35	0.20	4.32	6.03	0.47	2	5	6	1
LOXL2	LOXL2	5.50	5.04	-0.46	-0.30	4.32	6.68	0.64	10	1	5	6
CD276	CD276	5.50	5.16	-0.35	-0.11	4.32	6.37	0.66	9	3	2	7
FCAR	FCAR	5.18	5.33	0.15	0.00	4.32	6.23	0.49	4	3	8	1
CEACAM1	CEACAM1	4.95	4.43	-0.52	0.00	4.32	5.58	0.35	11	1	0	11
CTSS	CTSS	11.39	11.48	0.09	0.14	10.71	12.55	0.62	5	3	5	4
CXCL10	CXCL10	7.73	7.73	0.00	0.00	5.00	11.25	1.76	6	5	2	5
LDLR	LDLR	6.63	6.05	-0.58	0.00	4.32	7.91	1.09	9	3	0	9
COL10A1	COL10A1	4.48	4.35	-0.14	0.00	4.32	4.65	0.09	11	0	12	0
CXCR4	CXCR4	12.14	12.85	0.70	0.11	10.14	14.20	1.32	3	9	0	3
CNKSR1	CNKSR1	5.48	4.89	-0.59	-0.20	4.32	6.72	0.74	10	2	2	8
CXCL9	CXCL9	6.91	6.91	0.00	0.00	4.32	9.52	1.87	6	5	2	5
C5	C5	4.35	4.33	-0.02	0.00	4.32	4.37	0.01	11	0	12	0
STAT3	STAT3	10.30	10.46	0.17	0.00	9.90	11.11	0.35	3	2	10	0
NFATC2	NFATC2	10.88	10.84	-0.05	0.00	10.42	11.45	0.31	7	1	11	0
IL3RA	IL3RA	6.52	6.40	-0.12	0.00	4.32	7.75	0.91	7	4	4	4
MRC2	MRC2	5.39	4.92	-0.47	0.00	4.32	6.71	0.85	9	3	0	9
PRG2	PRG2	4.93	4.66	-0.28	-0.11	4.32	5.85	0.52	9	1	3	8
TREM2	TREM2	5.79	4.95	-0.84	-0.20	4.32	7.21	1.00	10	2	1	9
ROS1	ROS1	4.53	4.36	-0.18	0.00	4.32	4.75	0.12	11	0	12	0
S1PR1	S1PR1	7.32	7.42	0.10	0.00	6.14	8.48	0.69	5	4	6	2
CRIP1	CRIP1	10.55	10.68	0.12	0.00	9.27	11.99	0.82	5	5	3	4
ADAMTS9-AS2	ADAMTS9-AS2	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
TRAF2	TRAF2	8.55	8.71	0.16	0.12	7.77	9.57	0.52	4	3	7	2
MRC1	MRC1	6.59	6.81	0.22	0.00	4.32	8.92	1.51	5	6	2	4
C3	C3	5.58	5.45	-0.13	0.00	4.32	7.01	0.86	7	3	4	5
CEBPD	CEBPD	10.76	10.86	0.10	0.00	9.52	12.22	0.69	5	2	7	3
IL18	IL18	5.90	5.96	0.06	0.14	5.20	6.75	0.45	5	3	8	1
ERCC_00154.1	ERCC_00154.1	3.65	4.03	0.39	0.22	2.00	4.95	0.81	3	7	4	1
TREX1	TREX1	7.85	7.63	-0.23	-0.22	6.72	8.67	0.48	9	1	8	3
ACOX1	ACOX1	8.08	8.01	-0.07	-0.12	7.64	8.47	0.22	8	0	12	0
CCR5	CCR5	7.90	8.38	0.48	0.22	6.68	10.04	0.93	3	7	2	3
JUN	JUN	9.05	9.67	0.62	0.20	7.98	10.63	0.80	2	8	2	2
MAP2K3	MAP2K3	9.54	9.39	-0.15	-0.12	8.70	10.09	0.45	8	2	8	2
PTX3	PTX3	4.74	4.53	-0.21	0.00	4.32	5.52	0.39	9	1	11	0
MYD88	MYD88	8.99	8.99	-0.00	0.00	8.30	9.62	0.35	6	1	10	1
IL9	IL9	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
C4A	C4A	4.66	4.71	0.05	0.00	4.32	5.18	0.33	5	1	11	0
ACTB	ACTB	14.49	14.12	-0.37	-0.22	13.13	15.40	0.69	9	3	3	6
FYN	FYN	11.84	11.97	0.13	0.25	11.23	12.39	0.40	4	3	8	1
DAXX	DAXX	9.47	9.30	-0.18	-0.20	8.81	9.84	0.24	10	0	11	1
FCF1	FCF1	10.33	10.37	0.03	0.00	9.96	10.75	0.25	5	0	12	0
CLEC5A	CLEC5A	7.72	7.56	-0.16	0.00	6.22	9.77	1.10	7	2	4	6
GCH1	GCH1	10.13	9.64	-0.49	-0.11	8.64	11.52	0.92	9	3	1	8
NR1H3	NR1H3	4.73	4.57	-0.16	-0.22	4.32	5.10	0.30	9	0	12	0
ZNF346	ZNF346	5.97	5.97	0.00	0.00	5.51	6.36	0.31	6	0	12	0
HSPG2	HSPG2	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
ADAMTS12	ADAMTS12	5.21	4.99	-0.21	0.00	4.32	6.35	0.69	8	2	5	5
FAS	FAS	8.52	8.77	0.25	0.11	7.77	9.29	0.48	3	4	7	1
NCOR1	NCOR1	10.90	10.78	-0.11	-0.11	10.38	11.33	0.24	9	0	11	1
CRABP2	CRABP2	5.80	5.59	-0.20	-0.12	4.33	7.09	0.70	8	2	5	5
DDR2	DDR2	4.89	4.47	-0.42	-0.27	4.32	5.39	0.29	11	1	4	7
ETS1	ETS1	11.27	11.24	-0.03	0.00	10.96	11.63	0.20	7	0	12	0
TIMP3	TIMP3	5.21	4.65	-0.56	-0.10	4.32	6.29	0.64	10	2	1	9
C5AR1	C5AR1	5.88	5.41	-0.46	-0.11	4.32	7.26	0.90	9	2	2	8
CD244	CD244	7.44	7.51	0.06	0.14	7.00	8.18	0.41	5	3	9	0
FCGR1A	FCGR1A	5.38	5.07	-0.31	0.00	4.32	6.72	0.91	8	4	0	8
IL21R	IL21R	8.56	8.45	-0.11	0.00	7.32	9.85	0.75	7	3	5	4
FGF7	FGF7	5.05	4.96	-0.09	0.00	4.32	6.41	0.63	7	1	6	5
CTSL	CTSL	7.95	8.60	0.65	0.30	6.68	9.88	0.88	2	7	3	2
CEBPB	CEBPB	9.46	9.46	0.00	0.00	8.68	10.41	0.58	6	3	5	4
TLR1	TLR1	8.62	8.54	-0.08	0.00	7.78	9.41	0.54	7	3	6	3
RASGRF2	RASGRF2	5.26	4.98	-0.28	-0.33	4.32	6.41	0.61	9	1	7	4
TLR5	TLR5	5.01	4.77	-0.24	-0.22	4.32	5.94	0.49	9	1	6	5
ERCC_00117.1	ERCC_00117.1	15.77	15.77	0.00	0.00	15.47	16.14	0.18	6	0	12	0
KIT	KIT	6.30	6.30	0.00	0.00	4.32	7.24	0.82	6	5	5	2
NR4A2	NR4A2	8.17	8.17	0.00	0.00	5.27	10.57	1.39	6	5	3	4
CXCL11	CXCL11	5.26	5.26	-0.00	0.00	4.32	6.38	0.81	6	5	2	5
AIF1	AIF1	7.03	7.35	0.32	0.00	4.32	9.84	1.98	5	7	0	5
CDH1	CDH1	4.49	4.35	-0.13	-0.09	4.32	4.65	0.09	11	0	12	0
IL27RA	IL27RA	8.03	7.96	-0.07	0.00	7.47	8.71	0.45	7	2	7	3
BIRC2	BIRC2	10.02	9.96	-0.06	0.00	9.44	10.57	0.38	7	2	8	2
EDN	EDN	5.00	5.07	0.08	0.14	4.32	5.86	0.51	5	4	6	2
ADAMTS14	ADAMTS14	4.62	4.42	-0.20	0.00	4.32	5.01	0.23	10	0	12	0
PTPRB	PTPRB	6.22	6.34	0.13	0.00	4.38	7.75	0.89	5	5	5	2
CD80	CD80	5.92	6.66	0.73	0.22	4.32	8.46	1.44	3	9	0	3
CCL19	CCL19	6.53	5.51	-1.02	-0.11	4.32	8.95	1.81	9	3	0	9
MARCO	MARCO	4.67	4.44	-0.23	0.00	4.32	5.29	0.28	10	1	11	0
IL27	IL27	5.29	4.66	-0.63	-0.27	4.32	6.05	0.50	11	1	3	8
CCL11	CCL11	4.90	4.71	-0.19	-0.33	4.32	5.67	0.41	9	1	6	5
CD28	CD28	6.69	6.88	0.19	0.00	4.73	8.73	1.22	5	7	0	5
CLEC7A	CLEC7A	6.42	6.09	-0.33	-0.12	4.32	8.33	1.11	8	3	3	6
LRP5	LRP5	4.76	4.56	-0.20	-0.11	4.32	5.41	0.38	9	1	11	0
CTNNB1	CTNNB1	11.27	11.21	-0.05	-0.12	11.02	11.54	0.17	8	0	12	0
FUT4	FUT4	6.92	6.81	-0.11	-0.11	6.37	7.24	0.23	9	0	11	1
ELANE	ELANE	5.39	4.87	-0.52	-0.20	4.32	6.58	0.66	10	1	3	8
DHX16	DHX16	7.09	7.05	-0.03	-0.14	6.46	7.36	0.25	7	0	11	1
TUBB	TUBB	10.34	10.34	0.00	0.00	9.52	11.31	0.59	6	3	5	4
FLNB	FLNB	7.28	7.16	-0.12	0.00	5.92	8.40	0.80	7	3	5	4
MSC	MSC	6.60	6.31	-0.28	-0.22	5.71	7.48	0.57	9	2	4	6
LAPTM5	LAPTM5	11.97	12.23	0.26	0.33	11.08	13.08	0.55	3	5	6	1
CXCL5	CXCL5	6.89	6.64	-0.25	0.00	4.32	9.94	1.68	7	4	2	6
FZD6	FZD6	5.33	5.50	0.17	0.25	4.32	6.37	0.57	4	5	5	2
SELP	SELP	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
HLA-DMA	HLA-DMA	8.21	8.12	-0.09	0.00	7.45	9.31	0.60	7	2	5	5
TNFSF4	TNFSF4	8.07	7.95	-0.12	0.00	7.07	9.49	0.77	7	3	4	5
PGGT1B	PGGT1B	8.62	8.59	-0.03	0.00	8.33	9.02	0.20	7	0	12	0
PTGDS	PTGDS	7.01	6.70	-0.31	-0.12	5.19	8.79	1.04	8	2	3	7
SLC16A6	SLC16A6	8.15	8.21	0.06	0.00	7.59	8.91	0.40	5	2	9	1
CASP7	CASP7	7.73	7.60	-0.14	-0.12	6.88	8.40	0.45	8	2	8	2
CYP1B1	CYP1B1	8.53	8.71	0.18	0.00	7.33	9.78	0.62	4	3	8	1
MAP3K4	MAP3K4	8.78	8.88	0.10	0.00	8.24	9.30	0.32	4	1	10	1
CTSG	CTSG	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
ACAD10	ACAD10	7.20	7.20	0.00	0.00	6.42	7.88	0.50	6	4	6	2
ERCC_00126.1	ERCC_00126.1	4.84	4.74	-0.11	-0.12	4.17	5.29	0.34	8	0	11	1
ICAM1	ICAM1	8.56	8.56	-0.00	0.00	7.16	9.69	0.89	6	4	5	3
CCL22	CCL22	8.60	8.39	-0.21	-0.14	6.47	11.28	1.50	7	4	3	5
EN1	EN1	4.71	4.65	-0.06	0.00	4.32	5.41	0.41	7	2	10	0
HDAC5	HDAC5	7.02	7.47	0.45	0.00	5.77	8.30	0.82	3	9	0	3
USP18	USP18	6.23	5.45	-0.79	-0.30	4.32	7.53	1.03	10	2	2	8
TNC	TNC	4.42	4.34	-0.09	0.00	4.32	4.53	0.06	11	0	12	0
CXCL2	CXCL2	8.08	7.59	-0.48	-0.22	5.83	9.33	1.00	9	3	2	7
RHOG	RHOG	9.10	9.15	0.05	0.00	8.45	9.82	0.37	5	1	9	2
FAF1	FAF1	9.06	9.08	0.02	0.00	8.84	9.47	0.16	5	0	12	0
PBX1	PBX1	4.80	4.49	-0.31	0.00	4.32	5.47	0.36	10	1	11	0
LAT	LAT	8.91	8.86	-0.05	0.00	8.37	9.45	0.30	7	1	10	1
IL33	IL33	5.77	5.22	-0.54	-0.40	4.32	6.72	0.74	10	2	4	6
KALRN	KALRN	4.54	4.40	-0.14	-0.10	4.32	4.79	0.16	10	0	12	0
IGF1	IGF1	4.33	4.32	-0.01	0.00	4.32	4.34	0.01	11	0	12	0
CD38	CD38	9.41	9.13	-0.28	0.00	7.97	10.81	0.86	8	3	1	8
PF4	PF4	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
VTCN1	VTCN1	4.32	4.32	0.00	0.00	4.32	4.32	0.00	0	0	12	0
ELL2	ELL2	8.53	8.40	-0.13	0.00	7.13	9.58	0.82	7	4	3	5
JAML	JAML	9.44	9.97	0.52	0.12	6.82	12.55	1.77	4	7	1	4
TGFB1	TGFB1	10.53	10.67	0.15	0.12	9.81	11.34	0.47	4	3	8	1
CXCL16	CXCL16	6.97	7.05	0.08	0.12	6.46	7.66	0.30	4	1	10	1
OLR1	OLR1	5.63	5.45	-0.17	0.00	4.32	7.11	1.10	7	4	2	6
NMB	NMB	6.25	6.33	0.08	0.14	5.27	7.26	0.56	5	3	7	2
TRIM39	TRIM39	7.05	7.19	0.15	0.00	6.63	7.48	0.27	3	0	12	0
HAVCR1	HAVCR1	7.39	7.68	0.28	0.12	6.27	9.08	0.91	4	7	1	4
ANXA4	ANXA4	8.02	8.02	0.00	0.00	7.24	8.88	0.49	6	2	8	2
